Address,Suburb,Price,Bedroom,Bathroom,YearBuilt,DateSold
21 Saracen Way,Marangaroo,460000,4,2,1992,2019
21 Scido Rise,Darch,670000,4,2,2006,2015
21 Scott Street,South Fremantle,1370000,4,2,2008,2016
21 Scottsdale Circuit,Currambine,415000,3,2,2012,2020
21 Sellars Way,Bull Creek,995000,5,3,1981,2019
21 Selva Place,Oakford,380000,4,2,NULL,2017
21 Semerwater Crescent,Aveley,330000,4,2,2015,2020
21 Seminara Place,Mariginiup,135000,4,2,2007,1997
21 Semple Court,South Lake,506750,5,2,2007,2015
21 Seurat Loop,Ashby,499000,4,2,2004,2014
21 Shepherd Avenue,Ellenbrook,218000,2,1,2013,2019
21 Sherlock Turn,Jane Brook,482000,4,2,2002,2015
21 Shiralee Bend,Carramar,528000,4,2,2005,2019
21 Skerries Way,Ridgewood,470000,4,2,NULL,2015
21 Snowbird Gardens,Joondalup,440000,4,1,1991,2018
21 Solaris Street,Wellard,335000,4,2,NULL,2019
21 Sottogrande View,Connolly,925000,5,2,1994,2015
21 Southport Loop,Burns Beach,910000,4,3,2012,2015
21 Sowden Drive,Samson,670000,4,2,1995,2015
21 Spiers Place,Middle Swan,405000,4,1,1991,2014
21 St Helena Way,Iluka,680000,4,2,1994,2017
21 St Ives Drive,Yanchep,370000,3,2,1980,2019
21 St Thomas Loop,Iluka,705000,5,2,1996,2019
21 Stadamy Street,Oakford,915000,4,1,NULL,2020
21 Stainer Street,Willagee,769000,4,2,2008,2017
21 Statham Street,Glen Forrest,575000,5,2,1993,2016
21 Station Street,Guildford,505000,3,1,1925,2012
21 Strathclyde Circuit,Champion Lakes,205000,4,2,2013,2011
21 Strawberry Hill Drive,Gidgegannup,1075000,5,3,2002,2018
21 Stubbs Terrace,Daglish,880000,2,1,1940,2009
21 Sugarloaf Close,Merriwa,315000,4,2,2005,2020
21 Summerhayes Drive,Karrinyup,950000,4,2,1981,2018
21 Suneca Road,Martin,795000,4,2,1935,2013
21 Sunstone Drive,Wellard,480000,4,2,2010,2018
21 Swan Road,Mahogany Creek,650000,4,2,1976,2012
21 Swan Street,Henley Brook,2300000,3,1,1995,2019
21 Talgarth Way,City Beach,1980000,3,4,1976,2017
21 Tallow Way,Bennett Springs,445000,3,2,2003,2019
21 Tangmere Way,Balga,255000,3,1,1966,2020
21 Tarwhine Close,South Lake,526000,4,2,2008,2017
21 The Elbow,Swan View,385000,3,1,1978,2018
21 The Embankment,South Guildford,630000,4,2,2014,2018
21 The Fairways,Gnangara,1400000,6,3,2001,2018
21 Third Avenue,Shoalwater,900000,4,2,2014,2016
21 Thorold Avenue,Ellenbrook,500000,4,2,2005,2020
21 Tighe Street,Subiaco,1550000,4,3,2007,2018
21 Tigris Way,Beechboro,340000,3,1,1990,2019
21 Tollington Park Road,Kelmscott,300000,3,1,1978,2020
21 Tompkins Way,Harrisdale,430000,3,2,2013,2020
21 Tony Martin Way,Darch,520000,4,2,2007,2020
21 Torrenova Way,Sinagra,469000,3,2,2009,2014
21 Traminer Way,Pearsall,475000,3,2,2010,2015
21 Trusmore Crescent,Craigie,437000,3,1,1979,2020
21 Tulip Way,East Cannington,607000,3,2,2011,2017
21 Tulum Approach,Iluka,930000,4,2,2011,2017
21 Turley Way,Langford,411000,3,1,1970,2015
21 Turner Street,Serpentine,480000,4,2,NULL,2018
21 Unwin Avenue,Wembley Downs,1530000,5,3,NULL,2018
21 UNWIN Crescent,Salter Point,963250,4,2,1988,2017
21 Upham Brace,Butler,419000,4,2,2002,2019
21 Uppingham Way,Butler,380000,4,2,2014,2019
21 Uringa Way,Wanneroo,430000,4,2,1976,2019
21 Van Gogh Road,Tapping,440000,4,2,2007,2018
21 Victoria Avenue,Claremont,1240000,3,2,1986,2018
21 Vincent Street,Nedlands,2060000,3,2,1955,2019
21 Vista Drive,Parkerville,560000,4,2,1992,2013
21 Wahroonga Way,Greenwood,508000,3,1,1976,2019
21 Wandarra Close,Karawara,265000,3,1,1977,2003
21 Wanliss Street,Jarrahdale,450000,4,2,2002,2017
21 WARNER COURT,Manning,690000,4,2,1995,2017
21 Warralong Crescent,Coolbinia,1402500,3,2,1957,2018
21 Warrener Gardens,Gwelup,935000,4,2,1994,2017
21 Waterfields Drive,Bertram,355000,4,2,2009,2019
21 Waterford Avenue,Waterford,900000,7,4,NULL,2012
21 Waterlily Drive,Stratton,365000,4,2,NULL,2014
21 Waverley Way,Parkwood,490000,3,1,1974,2016
21 Waxflower Bend,Huntingdale,485000,4,2,2010,2018
21 Wentletrap Way,Mullaloo,1150000,5,3,1980,2018
21 Westerway Terrace,North Lake,625000,4,2,2004,2019
21 Westfield Road,Camillo,229000,3,1,1988,2019
21 Westhaven Drive,Woodvale,636000,4,2,1990,2020
21 Westland Place,Waterford,1180000,4,2,1997,2017
21 Whaleback Avenue,Parkwood,470000,3,1,1974,2017
21 Whiley Road,Marmion,630000,3,2,2011,2012
21 Whimbrel Parade,Bennett Springs,455000,4,2,2004,2016
21 Whitcombe Way,Alexander Heights,510000,4,2,1991,2018
21 White Gum Drive,Jane Brook,419000,4,2,1999,2016
21 Williamson Way,Trigg,1072500,3,2,2007,2020
21 Willis Street,Warnbro,346000,3,1,1972,2019
21 Willow Road,Woodlands,1176500,3,2,1999,2018
21 Wilsmore Street,Daglish,1225000,4,2,1972,2018
21 Wilson Street,Wooroloo,280000,2,1,1935,2016
21 Wiluna Avenue,White Gum Valley,820000,3,3,1975,2014
21 Windermere Circle,Joondalup,500000,4,2,1994,2017
21 Wisteria Way,Ferndale,425000,4,1,1974,2016
21 Woodcroft Place,Mount Richon,615000,4,2,1996,2012
21 Woolnough Street,Daglish,1100000,3,2,1999,2018
21 Wooloomooloo Road,Greenmount,595000,4,2,1930,2016
21 Woronora Close,Maida Vale,845000,4,2,2010,2018
21 Wyndham Street,St James,590000,3,2,1994,2016
21 Wynne Street,Hazelmere,475000,4,1,1972,2013
21 Yannarie Close,Lockridge,435000,3,2,1999,2014
21 Yucca Road,Secret Harbour,510000,4,2,2006,2020
21 Yule Street,Heathridge,395000,3,2,1985,2017
21/128 Forrest Street,Peppermint Grove,1200000,3,2,1974,2016
21/40 South Beach Promenade,South Fremantle,370000,1,1,2012,2016
21/51 Tidewater Way,Ascot,1070000,3,2,2007,2016
21/61 Elvire Street,Viveash,205000,3,2,2009,2011
21/8 Heron Place,Maddington,230000,3,1,1995,2018
210 Baltimore Parade,Merriwa,315000,4,2,NULL,2018
210 Glen Iris Drive,Jandakot,500000,4,2,2002,2019
210 Glenroy Court,Hovea,225000,5,3,2004,2002
210 Herbert Street,Doubleview,1075000,4,2,NULL,2020
210 Hicks Street,Gosnells,350000,3,1,1922,2018
210 Hill Road,Parkerville,550000,2,1,1970,2014
210 Inthanoona Road,Gidgegannup,635000,3,2,2000,2015
210 Keenan Road,Chidlow,625000,4,2,1998,2016
210 Leworthy Loop,Karragullen,300000,4,2,2006,2005
210 Lion Street,Sawyers Valley,290000,4,2,1990,2003
210 Masters Road,Darling Downs,600000,4,2,1960,2012
210 Ninth Avenue,Inglewood,920000,3,3,1940,2018
210 Rowley Road,Wandi,900000,4,2,NULL,2015
210 Seaborne Street,Parkerville,380000,1,1,2015,2012
210 Wattle Road,Serpentine,1140000,6,3,1980,2014
210B Edward Street,Osborne Park,420000,3,2,2002,2016
211 Canning Road,Walliston,627000,4,3,1980,2007
211 Edinboro Street,Joondanna,715000,3,1,1962,2020
211 Gooseberry Hill Road,Maida Vale,530000,4,2,1980,2018
211 Marri Park Drive,Casuarina,680000,5,2,1997,2016
211 Ravenscar Street,Doubleview,605000,3,1,1950,2019
211 Yangebup Road,Yangebup,375000,3,1,1981,2020
211A Weaponess Road,Wembley Downs,1115000,4,3,2010,2018
211B Mirrabooka Avenue,Balga,260000,3,2,2006,2017
212 Douglas Avenue,Kensington,790000,4,2,1930,2019
212 Masters Road,Darling Downs,990000,4,2,2005,2015
212 Ocean Drive,Quinns Rocks,1000000,4,2,2001,2020
212 Roberts Street,Joondanna,635000,4,2,2005,2017
212 Selby Street,Wembley,725000,3,1,NULL,2018
2120 Richardson Road,Parkerville,655000,7,3,1957,2013
213 Gibson Avenue,Padbury,419000,3,1,1978,2018
213 Harpenden Street,Southern River,510000,4,2,2004,2020
2133 South Western Highway,Jarrahdale,1600000,5,2,1995,2011
2135 Stoneleigh Road,Stoneville,875000,3,2,NULL,2012
213a Bateman Road,Brentwood,600000,3,2,2000,2012
213B Weaponess Road,Wembley Downs,847000,4,2,2000,2018
214 Epsom Avenue,Belmont,582000,4,2,2013,2018
214 Erindale Road,Hamersley,260000,3,1,1969,2016
214 Ferndale Crescent,Ferndale,390000,3,1,1977,2018
214 Flinders Avenue,Hillarys,770000,3,2,2000,2020
214 Gloucester Street,Victoria Park,465000,3,1,1994,2019
214 Hampton Road,Beaconsfield,880000,4,1,1920,2018
214 Marangaroo Drive,Girrawheen,295000,3,1,1970,2019
214 Marri Park Drive,Casuarina,1100000,4,2,1998,2010
214B Weaponess Road,Wembley Downs,779000,3,2,1993,2017
215 ALEXANDER DRIVE,Alexander Heights,455000,4,2,NULL,2019
215 Cathedral Avenue,Brigadoon,1500000,3,2,1998,2007
215 Erindale Road,Hamersley,470000,3,1,1977,2016
215 Ewen Street,Woodlands,780000,4,2,1951,2019
215 Jandakot Road,Jandakot,1200000,4,1,1993,2016
215 Liddelow Road,Banjup,940000,5,2,1985,2015
215 Lord Street,Lockridge,481000,4,2,1999,2016
215 Naranga Place,Stoneville,865000,4,2,1988,2013
215 Ninth Avenue,Inglewood,1310000,4,2,NULL,2020
215 Peninsula Road,Maylands,628000,3,2,1937,2019
215 Ryecroft Road,Darlington,550000,2,1,1926,2017
215 Stock Road,Palmyra,840000,2,1,1950,2020
2155 Stoneville Road,Stoneville,480000,4,2,1975,2017
215A Hill View Terrace,Bentley,368000,3,1,1998,2016
215B Shepperton Road,East Victoria Park,437500,3,2,1999,2018
216 Chevin Road,Roleystone,700000,3,1,1975,2018
216 Copley Road,Upper Swan,1300000,2,2,1995,2009
216 Dampier Avenue,Kallaroo,574000,3,2,1983,2017
216 Glen Iris Drive,Jandakot,592500,4,2,2002,2015
216 Hicks Street,Gosnells,216000,3,1,1994,2018
216 Seventh Road,Armadale,225000,3,1,1977,2019
216 Station Street,East Cannington,518000,4,2,2002,2020
2160 Seaborne Street,Parkerville,436500,2,1,NULL,2017
217 Bennett Springs Drive,Bennett Springs,430000,4,2,2001,2017
217 Breeze Road,Gidgegannup,615000,3,1,1950,2016
217 Broun Avenue,Morley,344000,4,2,NULL,2019
217 Curtin Avenue,Cottesloe,1037500,3,1,1905,2019
217 De Haer Road,Wandi,880000,5,2,NULL,2018
217 Jones Street,Balcatta,610000,3,3,2004,2017
217 McDonald Street,Joondanna,800000,2,1,1945,2020
217 Summerlakes Parade,Ballajura,550000,4,2,1992,2019
217 Victoria Road,West Swan,264500,5,2,NULL,1995
217 Wungong Road,Brookdale,275000,4,2,2008,2019
2175 Stevens Street,Sawyers Valley,350000,4,2,1985,2003
218 Bartram Road,Atwell,615000,3,2,2004,2018
218 Epsom Avenue,Belmont,470000,3,1,1952,2018
218 Grove Road,Lesmurdie,670000,4,2,1980,2018
218 Herbert Street,Doubleview,765000,4,2,1953,2018
218 Lakelands Drive,Gnangara,1200000,4,2,NULL,2007
218 Pickering Brook Road,Pickering Brook,555000,3,1,NULL,2014
218 Shepperton Road,East Victoria Park,485000,3,1,NULL,2020
218 Walcott Street,Menora,930000,4,2,1955,2017
218A Eddystone Avenue,Beldon,365000,3,1,1989,2018
218A Ravenscar Street,Doubleview,517500,3,2,2001,2018
219 Bateman Road,Brentwood,530000,3,1,1954,2012
219 Golf Links Drive,Carramar,405000,4,2,2008,2018
219 Hancock Street,Doubleview,942000,2,1,1948,2019
219 Lefroy Avenue,Herne Hill,1050000,1,2,1990,2008
219 Newcastle Street,Northbridge,790000,3,2,1920,2014
219 Ninth Avenue,Inglewood,1277000,4,2,1940,2018
219 Scott Street,Cloverdale,295000,3,1,1962,2018
219 Selby Street,Floreat,1150000,2,1,1960,2019
219 Wattleup Road,Wattleup,580000,3,1,1971,2016
219 Wungong Road,Brookdale,310000,4,2,2008,2020
2190 Hidden Valley Road,Parkerville,770000,3,2,2003,2015
2195 Roland Road,Parkerville,730000,4,2,1955,2011
2195 Stoneville Road,Stoneville,538000,4,2,NULL,2013
21A Archibald Road,Balcatta,485000,3,2,2004,2019
21A Bushey Road,Wembley Downs,1500000,4,3,NULL,2018
21a Campion Crescent,Attadale,1150000,4,3,1973,2018
21A Choseley Place,Langford,390000,3,1,1994,2016
21A Coventry Road,Shoalwater,270000,2,1,2001,2017
21A Crocker Way,Innaloo,470000,3,1,2002,2018
21A Cromer Road,Brentwood,567500,3,1,1992,2012
21a Drummond Street,Bedford,517500,3,2,2006,2018
21a Ethel Street,North Perth,1125000,4,2,2003,2018
21A Guildford Road,Ashfield,438000,4,2,2007,2008
21A Hale Street,Watermans Bay,1450000,3,2,2012,2015
21A Hodge Street,Willagee,545000,3,2,2001,2019
21a Leach Street,Marmion,1626000,3,2,2008,2013
21A Links Road,Ardross,722500,3,1,1995,2019
21A Mangini Street,Morley,399000,3,1,1995,2020
21A Margaret Street,Midland,219000,3,1,1979,2020
21A McKimmie Road,Palmyra,780000,4,2,2013,2019
21a Norring Street,Cooloongup,260000,3,1,1984,2018
21A Portree Way,Ardross,1235000,3,3,NULL,2017
21A Pusey Street,Bentley,349000,3,1,1995,2018
21A Sicklemore Street,Brentwood,725000,3,2,2001,2014
21A Sulman Avenue,Salter Point,612000,3,1,1985,2016
21A Walgreen Crescent,Calista,210000,3,2,2009,2017
21A Whitewood Street,Greenwood,575000,4,2,2009,2017
21A Yeeda Street,Riverton,651000,4,2,2010,2017
21B Abraham Place,Murdoch,420000,3,2,1990,2020
21B Ardara Bend,Butler,255000,2,1,2010,2019
21B Choseley Place,Langford,402000,4,2,1994,2018
21B Cromer Road,Brentwood,587000,3,1,1992,2016
21b Ernest Street,Safety Bay,385000,3,1,1979,2019
21B Ewing Street,Bentley,510000,3,2,2015,2016
21B FAIRLANE Drive,Carine,750000,4,2,2013,2018
21B Hampton Street,Burswood,820000,4,2,1984,2019
21B Hendy Green,Murdoch,575000,3,1,1988,2009
21B Kemmish Crescent,Melville,985000,4,2,2014,2019
21B Madden Way,Brentwood,655000,3,1,1989,2014
21B St Michael Terrace,Mount Pleasant,850000,3,2,1988,2019
21B Sturtridge Road,Lockridge,308000,3,1,1970,2014
21B Walgreen Crescent,Calista,257000,3,1,NULL,2014
21B Wisteria Parade,Edgewater,385000,4,2,1989,2017
21C Choseley Place,Langford,290000,3,1,1994,2017
21C Cobham Avenue,Nollamara,315000,3,2,2004,2018
22 Abrolhos Loop,Beckenham,460000,4,2,2003,2017
22 Acacia Road,Maida Vale,525000,3,1,1967,2015
22 Ackworth crescent,Warwick,610000,4,2,1976,2019
22 Adenia Road,Riverton,730000,6,3,1980,2019
22 Albillo Parade,Caversham,660000,4,2,2014,2018
22 Aldine Ridge,Aveley,410000,4,2,2014,2020
22 Allambie Drive,Craigie,550000,4,2,1982,2020
22 Allendale Entrance,North Lake,645000,4,2,1999,2012
22 Ambergate Close,Canning Vale,561000,3,2,1993,2019
22 Andromeda Street,Rockingham,315000,4,1,1980,2020
22 Annandale Way,Harrisdale,535000,3,2,2008,2019
22 Anstey Street,Mundijong,500000,3,1,1980,2006
22 Arania Place,Bedfordale,849000,4,2,2008,2014
22 Ardross Street,Seville Grove,355000,4,1,1989,2017
22 Arkwell Way,Marmion,760000,3,1,1975,2011
22 Arrino Parade,Baldivis,375000,4,2,2007,2020
22 Ashley Drive,Kelmscott,555500,5,2,1982,2020
22 Atlin Lane,Secret Harbour,340000,4,2,2009,2020
22 Augustus Drive,Jane Brook,618000,4,2,2014,2018
22 Backhouse Road,Kingsley,663000,4,2,1985,2019
22 Badgingarra Gardens,Ballajura,365000,4,2,NULL,2019
22 Bagatelle Road,Landsdale,500000,4,2,2012,2020
22 Baigup Loop,Cardup,295000,4,2,NULL,2006
22 Bainbridge Elbow,Gidgegannup,899000,4,2,1996,2015
22 Balaka Way,Queens Park,540000,3,1,1969,2016
22 Ballak Place,Oakford,910000,6,2,2004,2018
22 Ballantine Road,Warwick,535000,3,1,1975,2015
22 Ballina Way,Armadale,218000,3,1,NULL,2019
22 Ballybunion Crescent,Connolly,727500,4,2,1989,2020
22 Balmoral Road,Gooseberry Hill,1067500,6,2,1995,2015
22 Bandol Gardens,Secret Harbour,625000,5,3,2006,2019
22 Barang Circuit,Karawara,860000,4,2,2004,2007
22 Barcelona Drive,Brigadoon,320000,4,3,2009,2005
22 Barquentine Avenue,Jindalee,630000,4,2,2014,2018
22 Barwon Turn,Hammond Park,600000,4,2,2015,2019
22 Bate Road,Serpentine,695000,4,2,2003,2014
22 Batt Drive,Brookdale,339000,4,2,2003,2014
22 Bedfordale Hill Road,Mount Richon,549990,4,2,1986,2016
22 Beecroft Mews,Ridgewood,440000,4,2,2006,2017
22 Belarius Street,Coolbellup,525000,3,2,1968,2016
22 Belvedaire Way,Lynwood,85000,3,2,1972,2015
22 Benjafield Way,Hamersley,370000,3,1,1975,2018
22 Bent Street,City Beach,1830000,4,2,1989,2017
22 Bentall Way,The Vines,915000,4,2,2014,2017
22 Bentley Street,Singleton,405000,4,2,1989,2015
22 Bibbulmun Entrance,Sinagra,475000,4,2,1998,2014
22 Bickley Crescent,Manning,945000,4,2,2007,2017
22 Billings Way,Winthrop,720000,4,2,1986,2016
22 Birkett Street,Bedford,860000,4,2,1950,2017
22 Biscay Road,Sorrento,880000,4,2,1995,2019
22 Blackford Street,Mount Hawthorn,881000,2,1,1958,2018
22 Bodorgan Avenue,Butler,445000,3,2,NULL,2019
22 Bolton Way,Darch,530000,4,2,2010,2020
22 Bonarda Way,Caversham,530000,4,2,2013,2017
22 Boronia Crescent,City Beach,1900000,5,2,2000,2016
22 Botany Parade,Hammond Park,500000,4,2,2011,2019
22 Boya Crescent,Boya,730000,3,1,1959,2014
22 Bradbury Way,Samson,745000,5,2,1992,2008
22 Braden Way,Marmion,915000,5,2,1975,2013
22 Brandon Mews,Parmelia,300000,4,2,NULL,2020
22 Bridgedale Close,Beldon,553000,4,2,1989,2016
22 Brinkie Way,Mount Helena,833000,5,2,2009,2014
22 Brockholes Street,Bullsbrook,147728,2,1,NULL,2016
22 Bromley Road,Hilton,450000,3,1,1960,2018
22 Broome Street,Highgate,690000,4,2,1997,2017
22 Broughton Way,Orelia,300000,4,1,1972,2015
22 Bruny Meander,Wandi,735000,4,2,NULL,2017
22 Buckingham Road,Kelmscott,545000,5,2,2001,2017
22 Budden Way,Medina,289000,3,1,1969,2014
22 Bullarra Road,Greenmount,547000,4,2,2008,2018
22 Bundoran Approach,Hilbert,315000,4,2,NULL,2018
22 Burleigh Drive,Burns Beach,775000,4,2,2012,2019
22 Burrill Turn,Burns Beach,920000,4,2,2008,2018
22 Bushby Street,Midvale,400000,3,1,1930,2016
22 Butcher Road,High Wycombe,430000,3,2,1987,2018
22 Buttercup Crescent,High Wycombe,442000,3,2,2003,2020
22 Caduceus Way,Hilbert,712000,4,2,2007,2018
22 Caladenia Way,Koongamia,99000,2,1,1965,2016
22 Calendia Way,Dayton,510000,4,2,2011,2016
22 CALLISTEMON STREET,Greenwood,480000,4,1,1971,2019
22 Caloria Chase,Caversham,490000,4,2,2015,2018
22 Caloundra Street,Secret Harbour,432000,4,2,2012,2020
22 Cambridge Crescent,Cooloongup,275000,3,1,1976,2017
22 Camden Boulevard,Aubin Grove,520000,4,2,2008,2020
22 Camfield Place,Bedfordale,749000,5,2,NULL,2014
22 Campbell Way,Parkerville,375000,3,1,NULL,2014
22 Campbell Way,Rockingham,288000,3,1,1985,2020
22 Caraway Avenue,Byford,395000,4,2,2010,2020
22 Cardiff Loop,Huntingdale,395000,3,2,2000,2018
22 Carpenteria Crescent,Kenwick,410000,4,2,1999,2017
22 Carradale Glen,Hillarys,1030000,4,2,1997,2018
22 Caspian Way,Brigadoon,880000,4,2,1995,2012
22 Cassidy Place,Murdoch,625000,4,2,1988,2019
22 Cerulean Road,Karnup,399000,4,2,2013,2017
22 Chandela Loop,Currambine,610000,4,2,2008,2019
22 Charsley Crescent,Marmion,1200000,4,3,1979,2014
22 Chatham Road,Woodbridge,362000,2,1,NULL,2014
22 Cherub Way,Currambine,460000,3,2,2002,2020
22 Chesapeake Parade,Port Kennedy,375000,4,2,2004,2018
22 Chester Street,South Fremantle,935000,3,1,1950,2016
22 Chestnut Grove,Mirrabooka,435000,4,1,1990,2015
22 Chivalry Way,Atwell,735000,4,2,2005,2019
22 Chrisp Place,Yanchep,505000,2,1,1972,2020
22 Clearview Avenue,Burns Beach,1050000,4,2,2008,2017
22 Cliverton Court,Marmion,864000,4,2,1977,2014
22 Clonmel Mews,Waterford,815000,4,2,1999,2015
22 Coast Road,West Swan,1050000,4,2,1973,2014
22 Cockatoo Place,Brookdale,401000,5,2,NULL,2014
22 Conway Loop,Waikiki,240000,3,1,1989,2019
22 Cook Street,Crawley,1910000,3,3,2005,2014
22 COOLGA ROAD,Koongamia,289000,3,1,1965,2010
22 Copperback Circle,Huntingdale,151200,4,1,2007,2018
22 Corinda Way,Ridgewood,415000,4,2,2007,2019
22 Cressbrook Way,Carine,930000,4,2,NULL,2017
22 Crown Terrace,Coogee,855000,4,2,2013,2018
22 Dakin Street,Jolimont,1020000,3,1,1970,2014
22 Dalrymple View,Alexander Heights,341000,4,2,NULL,2018
22 Danforth Crescent,Alkimos,310000,3,2,2014,2020
22 Danube AVenue,Beechboro,345000,3,1,1989,2020
22 Darile Street,Hillman,320000,3,1,1974,2016
22 Davesia Mews,Ferndale,322500,3,1,1986,2018
22 Davies Crescent,Gooseberry Hill,805000,4,2,2002,2015
22 Davis Road,Attadale,1080000,3,1,1950,2019
22 Dean Street,Karrinyup,848000,3,2,2005,2018
22 Denmark Way,Warwick,580000,5,2,1974,2016
22 Dennison Drive,Ocean Reef,750000,5,2,1990,2019
22 Denston Way,Girrawheen,332000,3,1,1972,2020
22 Destiny Lane,Floreat,1180000,4,3,2014,2018
22 Dillenia Way,Greenwood,500000,3,1,1975,2017
22 Dillwynia Bend,Banksia Grove,421000,4,2,2013,2017
22 Dirk Hartog Road,Bull Creek,720000,4,1,1972,2019
22 Dolphin Way,Beldon,465000,3,1,1985,2015
22 Draper Road,Mahogany Creek,122000,2,2,1963,1998
22 Du Maurier Road,North Lake,590000,4,2,NULL,2011
22 Duffield Avenue,Beaconsfield,626500,3,2,1975,2017
22 Dulcet Link,Atwell,555000,4,2,2002,2016
22 Dulcify Court,Brigadoon,900000,4,2,2005,2010
22 Dulverton Close,Stratton,370000,4,2,NULL,2016
22 Eastman Turn,Tapping,510000,4,2,2009,2019
22 Egeus Way,Coolbellup,585000,3,2,NULL,2018
22 Ellersdale Avenue,Warwick,546000,3,2,1972,2020
22 Ellingham Street,North Beach,970000,4,2,2014,2018
22 Elliott Road,Trigg,1500000,2,1,NULL,2019
22 Elmsfield Street,Belmont,630000,4,2,2002,2018
22 Emerald Court,Maida Vale,609000,5,2,1998,2015
22 Essex Court,Quinns Rocks,330000,4,2,1991,2020
22 Estevan Way,Ferndale,465000,4,1,1977,2018
22 Ethel Street,North Perth,645000,3,1,1950,2019
22 Fairbairn Road,Coogee,800000,4,2,1997,2019
22 Fairlead Link,South Guildford,717500,3,2,2015,2016
22 Fairlight Rise,Kallaroo,1395000,4,3,NULL,2016
22 Finnerty Street,Karrinyup,990000,3,1,1973,2018
22 Fisherton Circuit,Kinross,506000,4,2,1995,2017
22 Flematti Circle,Brookdale,385000,4,2,2012,2015
22 Floresta Street,Sinagra,395000,3,2,2012,2017
22 Florizel Street,Coolbellup,430000,3,1,1965,2018
22 Fogliani Loop,Sinagra,399000,4,2,2014,2015
22 Ford Street,Woodbridge,790000,4,2,1996,2015
22 Forkleaf Bend,Banksia Grove,372100,4,2,2005,2019
22 Fortune Street,Shenton Park,1350000,4,2,1918,2017
22 Fothergill Street,Fremantle,965000,2,1,1905,2020
22 Foundry Court,North Fremantle,2250000,4,2,NULL,2019
22 Foxall Place,South Lake,590000,4,2,2006,2015
22 Freeman Way,Marmion,865000,4,2,1985,2020
22 Freeth Turn,South Guildford,885000,4,2,2012,2020
22 French Street,Ashfield,490000,4,2,1998,2007
22 Frome Way,Cooloongup,250000,3,1,1978,2019
22 Fulvous Loop,Eglinton,251000,4,2,NULL,2014
22 GABY WAY,Marangaroo,405000,4,2,1998,2017
22 Gale Court,Calista,270000,3,1,NULL,2011
22 Gayton Road,City Beach,1610000,4,2,1965,2020
22 Gillon Street,Karawara,850000,3,1,NULL,2014
22 Gilroyd Way,Golden Bay,317500,4,2,2014,2020
22 Gladstone Street,St James,576000,4,2,1987,2016
22 Glastonbury Street,Leda,392500,4,2,2008,2016
22 Glebe Road,Darlington,699000,4,3,1975,2019
22 Glenway Loop,Cooloongup,307500,4,2,1989,2018
22 Glick Road,Coolbinia,2220000,3,1,2010,2020
22 Grand Ocean Boulevard,Port Kennedy,379500,4,2,1996,2019
22 Grand Paradiso Parade,Merriwa,319000,4,2,2006,2018
22 Grandis Bend,Southern River,427500,4,2,2009,2019
22 Grange Drive,Cooloongup,305000,3,1,1984,2017
22 Gregory Avenue,Padbury,545000,3,1,1976,2020
22 Grove Street,Shoalwater,535000,5,2,1977,2017
22 Grover Way,Medina,185000,3,1,1954,2018
22 Gwendoline Drive,Beldon,450000,3,1,1990,2016
22 Haley Mews,Baldivis,265000,3,2,2014,2020
22 Hamer Avenue,Wembley Downs,1925000,4,2,2004,2017
22 Hamlet Pass,Jane Brook,395000,4,2,1998,2019
22 Harbour Road,South Fremantle,1050000,5,2,NULL,2018
22 Harding Close,Waikiki,305000,4,2,1995,2020
22 Harding Street,Hilbert,350000,3,2,2014,2020
22 Hartree Close,Willagee,757500,3,2,2008,2017
22 Hawkstone Road,Roleystone,1300000,5,3,1980,2019
22 Hazelmere Circus,Hazelmere,750000,4,2,1999,2012
22 Heath Street,Singleton,349000,2,1,1989,2015
22 Heisler Boulevard,Brabham,415000,3,2,2014,2017
22 Hibbertia Crescent,Riverton,485000,3,1,1978,2020
22 Hinchinbrook Avenue,Ridgewood,490000,5,2,1995,2015
22 Hiscox Crescent,Baldivis,280000,3,1,2015,2020
22 Hobbs Avenue,Dalkeith,2255000,4,3,1970,2015
22 Hodges Street,Middle Swan,325000,3,1,2002,2013
22 Holcombe Road,Warnbro,420000,3,2,2003,2020
22 Hollingsworth Way,Leeming,667500,4,2,1989,2019
22 Hollis Street,Samson,535000,5,2,NULL,2010
22 Hollyford Parade,Butler,300000,4,2,2014,2020
22 Holyhead Green,Mindarie,720000,4,2,2000,2020
22 Honours Rise,Marangaroo,301000,3,1,1993,2019
22 Hornsey Road,Floreat,1170000,4,2,1948,2019
22 Horton Crescent,Marangaroo,445000,4,2,NULL,2020
22 Hulbert Street,South Fremantle,975000,3,1,1967,2017
22 Irwin Road,Embleton,470000,3,1,1963,2017
22 Irwin Street,East Fremantle,1345000,5,2,1927,2019
22 Isaac Way,Calista,313000,3,1,NULL,2015
22 Isobel Street,Bentley,465000,2,1,NULL,2018
22 James Spiers Drive,Wanneroo,1350000,4,2,1998,2018
22 Jarrah Lane,Mount Claremont,973000,3,2,2005,2018
22 Jenkins Place,Wembley Downs,730000,4,2,1986,2019
22 Jenkins Road,Bullsbrook,695000,3,1,2000,2018
22 Jervis Drive,Ellenbrook,355000,4,2,2008,2019
22 Johnston Street,Mount Helena,350000,2,1,1984,2014
22 Jordan Street,Haynes,202000,3,1,2015,2014
22 Joseph Street,West Leederville,1250000,3,2,1998,2017
22 Joshua Mews,Baskerville,450000,7,4,2009,2002
