Address,Suburb,Price,Bedroom,Bathroom,YearBuilt,DateSold
10 Raleigh St,Spotswood,855000,3,1,1991,6/08/2016
6 McNeilage St,Spotswood,832500,2,1,1950,7/05/2016
18 Vernier St,Spotswood,850000,2,1,1950,8/10/2016
47 Hudsons Rd,Spotswood,1080000,3,1,1950,10/09/2016
16 Watt St,Spotswood,1170000,4,2,,10/12/2016
24 Forrest St,Spotswood,927000,3,1,1910,12/06/2016
15a Andrews St,Spotswood,845000,,,,12/11/2016
59 Hope St,Spotswood,850000,4,2,1990,12/11/2016
13 Robb St,Spotswood,831000,3,1,1890,16/04/2016
13 Abbott St,Spotswood,835000,2,1,,17/09/2016
118 The Avenue,Spotswood,840000,3,3,2015,17/09/2016
1/606 Melbourne Rd,Spotswood,466000,,,,18/03/2017
13B Vernier St,Spotswood,680000,,,,18/03/2017
154 Hudsons Rd,Spotswood,1315000,4,2,1920,18/06/2016
116 The Avenue,Spotswood,1035000,3,1,,19/11/2016
6 Abbott St,Spotswood,1161000,4,2,2000,25/02/2017
14A Kernot St,Spotswood,775000,3,1,,25/02/2017
27 The Avenue,Spotswood,1016000,3,1,1940,26/07/2016
4 Steel St,Spotswood,690000,4,1,1965,27/06/2016
66 The Avenue,Spotswood,1070000,2,1,1950,27/11/2016
59 Hope St,Spotswood,871500,4,2,1990,28/08/2016
1/170 Barkly St,St Kilda,509000,2,1,,3/09/2016
66 Blessington St,St Kilda,2400000,,,,3/09/2016
31/12 Clyde St,St Kilda,380000,1,1,1960,3/09/2016
16/14 Mitford St,St Kilda,502000,,,,3/09/2016
5/61 Blessington St,St Kilda,671000,,,,3/12/2016
1/76 Carlisle St,St Kilda,430000,2,1,1970,3/12/2016
1/23 Dalgety St,St Kilda,770000,,,,3/12/2016
4/39 Dalgety St,St Kilda,1650000,,,,3/12/2016
8/15 Herbert St,St Kilda,640000,2,1,,3/12/2016
5 Lambeth Pl,St Kilda,1500000,,,,3/12/2016
5/18 Marine Pde,St Kilda,602000,2,1,1930,3/12/2016
20 Marlton Cr,St Kilda,1915000,,,,3/12/2016
5/28 Mitford St,St Kilda,485000,,,,3/12/2016
33/1 St Kilda Rd,St Kilda,575000,2,1,1970,3/12/2016
10/1 The Esplanade,St Kilda,695000,,,,3/12/2016
3/109 Wellington St,St Kilda,410000,,,,3/12/2016
10/81 Alma Rd,St Kilda,495000,2,1,1970,4/03/2017
71 Barkly St,St Kilda,2000000,5,2,1910,4/03/2017
10/352 Canterbury Rd,St Kilda,500000,2,1,2001,4/03/2017
10/45 Chapel St,St Kilda,690000,,,,4/03/2017
26/12 Clyde St,St Kilda,530000,2,1,,4/03/2017
59 Clyde St,St Kilda,1891000,3,2,1915,4/03/2017
3/23 Foster St,St Kilda,1000000,,,,4/03/2017
48 Greeves St,St Kilda,2000000,4,2,1910,4/03/2017
32 Gurner St,St Kilda,2220000,4,2,1914,4/03/2017
3/33 Robe St,St Kilda,1500000,3,1,1920,4/03/2017
91 Spenser St,St Kilda,2455000,4,1,,4/03/2017
7 Victoria St,St Kilda,2000000,3,2,1880,4/03/2017
1/62 Wellington St,St Kilda,500000,1,1,2002,4/03/2017
10/69 Wellington St,St Kilda,685000,2,2,1999,4/03/2017
32/10 Acland St,St Kilda,380000,1,1,1967,4/06/2016
2/63 Carlisle St,St Kilda,465000,2,1,1960,4/06/2016
7/1 St Kilda Rd,St Kilda,616000,2,2,1995,4/06/2016
3/239 Canterbury Rd,St Kilda,211000,,,,6/08/2016
74 Chapel St,St Kilda,875000,2,1,,6/08/2016
1002/6 St Kilda Rd,St Kilda,440000,,,,6/08/2016
303/115 Wellington St,St Kilda,1110000,,,,6/08/2016
11/59 Carlisle St,St Kilda,527000,,,,7/05/2016
18/41 Chapel St,St Kilda,610000,3,1,,7/05/2016
9/13 Crimea St,St Kilda,285000,,,,7/05/2016
14/89 Fitzroy St,St Kilda,400000,1,1,1998,7/05/2016
1/7 Robertson Av,St Kilda,610000,,,,7/05/2016
20/62 Wellington St,St Kilda,450000,1,1,,7/05/2016
4/285 Barkly St,St Kilda,451000,1,1,2009,7/11/2016
1/60 Blessington St,St Kilda,697500,,,,7/11/2016
2/19 Eildon Rd,St Kilda,1400000,3,2,2002,7/11/2016
6/4 Gurner St,St Kilda,455000,2,1,,7/11/2016
121/135 Inkerman St,St Kilda,465000,,,,7/11/2016
4/46 Blessington St,St Kilda,1010000,,,,8/10/2016
8/12 Charnwood Rd,St Kilda,487500,2,1,,8/10/2016
26/69 Wellington St,St Kilda,459000,1,1,1995,8/10/2016
5/72 Barkly St,St Kilda,395000,1,1,1975,10/09/2016
9/12 Charnwood Rd,St Kilda,560000,2,1,,10/09/2016
9 Cintra Av,St Kilda,2027500,,,,10/09/2016
3/19 Herbert St,St Kilda,520000,2,1,1950,10/09/2016
7 Robe St,St Kilda,2720000,3,2,1868,10/09/2016
25/69 Wellington St,St Kilda,542500,2,1,,10/09/2016
5/240 Barkly St,St Kilda,370500,1,1,1960,10/12/2016
18 Crimea St,St Kilda,5046000,5,3,1884,10/12/2016
26/12 Fitzroy St,St Kilda,385000,1,1,2005,10/12/2016
77 Spenser St,St Kilda,1900000,3,2,1979,10/12/2016
216/5 Alma Rd,St Kilda,475000,1,1,,11/02/2017
12/352 Canterbury Rd,St Kilda,390000,2,1,2000,11/02/2017
11/10 Carlisle St,St Kilda,500000,1,1,2001,11/02/2017
5/12 St Leonards Av,St Kilda,730000,,,,11/02/2017
37/151 Fitzroy St,St Kilda,571000,2,1,,12/06/2016
5/171 Fitzroy St,St Kilda,690000,2,1,,12/06/2016
201/63 Acland St,St Kilda,430000,1,1,2000,12/11/2016
3/11 Burnett St,St Kilda,420000,1,1,1945,12/11/2016
25/52 Fitzroy St,St Kilda,392000,1,1,2002,12/11/2016
12 Gurner St,St Kilda,1900000,4,2,1890,12/11/2016
3/7 Lambeth Pl,St Kilda,590000,,,,12/11/2016
3/15 Mitchell St,St Kilda,570000,2,1,1960,12/11/2016
3/10 Mitford St,St Kilda,510000,,,,12/11/2016
301/8 Blanche St,St Kilda,540000,2,1,2003,13/08/2016
14/31 Burnett St,St Kilda,475000,2,1,1970,13/08/2016
307/2 Chaucer St,St Kilda,335000,1,1,2013,13/08/2016
20/220 Barkly St,St Kilda,570000,2,2,2000,14/05/2016
201/8 Blanche St,St Kilda,561000,2,1,,14/05/2016
3 Emilton Av,St Kilda,1160000,,,,14/05/2016
4/25 Jackson St,St Kilda,400000,2,1,1970,14/05/2016
8/25 Mitford St,St Kilda,637000,,,,14/05/2016
54 Pakington St,St Kilda,1220000,2,1,,14/05/2016
52 Blanche St,St Kilda,920000,3,2,2000,15/10/2016
21/127 Grey St,St Kilda,330000,1,1,,15/10/2016
2/12 Irymple Av,St Kilda,579000,,,,15/10/2016
3/38 Barkly St,St Kilda,503500,2,1,1940,16/04/2016
4/50 Dalgety St,St Kilda,511000,,,,16/04/2016
4/58 Grey St,St Kilda,580000,2,1,1930,16/04/2016
17/51 Chapel St,St Kilda,360000,1,1,,16/07/2016
416/163 Fitzroy St,St Kilda,320000,1,2,2013,16/07/2016
52/167 Fitzroy St,St Kilda,1295000,3,2,2000,16/07/2016
2/6 Redan St,St Kilda,481000,2,1,1966,16/07/2016
8/98 Barkly St,St Kilda,1120000,3,2,2006,18/03/2017
15 Dalgety La,St Kilda,1300000,,,,18/03/2017
203/43 Duke St,St Kilda,400000,1,1,2012,18/03/2017
4/3 Eildon Ct,St Kilda,582000,2,1,1955,18/03/2017
7/17 Herbert St,St Kilda,1210000,1,1,1970,18/03/2017
37/3 Herbert St,St Kilda,366000,1,1,,18/03/2017
26 Nelson St,St Kilda,808000,2,1,1908,18/03/2017
60 Octavia St,St Kilda,1315000,,,,18/03/2017
25 Smith St,St Kilda,1316000,2,1,,18/03/2017
1/260 St Kilda Rd,St Kilda,640000,2,1,,18/03/2017
74/604 St Kilda Rd,St Kilda,610000,,,,18/03/2017
7/104 Barkly St,St Kilda,785000,2,2,2006,18/06/2016
6/285 Barkly St,St Kilda,450000,1,1,2009,18/06/2016
27 Bath St,St Kilda,875000,2,1,1900,18/06/2016
2/16 Charnwood Rd,St Kilda,650000,2,1,1930,18/06/2016
4/48 Dalgety St,St Kilda,405000,,,,18/06/2016
5/46 Greeves St,St Kilda,431000,2,1,1940,18/06/2016
9 Octavia St,St Kilda,1100000,,,,18/06/2016
4/27 Robe St,St Kilda,385000,2,1,1970,18/06/2016
104/30 The Esplanade,St Kilda,850000,,,,18/06/2016
104/13 Wellington St,St Kilda,575000,2,2,2013,18/06/2016
5/47 Acland St,St Kilda,757500,2,1,,19/11/2016
4/66 Alma Rd,St Kilda,535000,2,1,,19/11/2016
4/267 Barkly St,St Kilda,610000,2,1,,19/11/2016
10 Charlotte Pl,St Kilda,4400000,5,4,1900,19/11/2016
6/26 Charnwood Cr,St Kilda,600000,,,,19/11/2016
51/3 Alfred Sq,St Kilda,610000,2,1,1970,22/05/2016
13/60 Carlisle St,St Kilda,420000,1,1,,22/05/2016
7/128 Inkerman St,St Kilda,312000,,,,22/05/2016
30 Neptune St,St Kilda,1345000,,,,22/05/2016
50 Fawkner St,St Kilda,1250000,2,1,,22/08/2016
1/155 Fitzroy St,St Kilda,360000,1,1,,22/08/2016
5/170 St Kilda Rd,St Kilda,450000,2,1,2006,22/08/2016
5/42 Grey St,St Kilda,535000,2,1,1930,23/04/2016
3/48 Dalgety St,St Kilda,549000,,,,24/09/2016
64 Havelock St,St Kilda,1200500,2,1,1915,24/09/2016
104 Inkerman St,St Kilda,1170000,,,,24/09/2016
602/13 Wellington St,St Kilda,565000,2,2,2013,24/09/2016
9/12 Acland St,St Kilda,452000,1,1,,25/02/2017
21/7 Alfred Sq,St Kilda,520000,2,1,1980,25/02/2017
15/289 Barkly St,St Kilda,482300,2,1,,25/02/2017
1/160 Carlisle St,St Kilda,902000,2,1,1920,25/02/2017
51/167 Fitzroy St,St Kilda,1600000,3,2,1850,25/02/2017
18 Odessa St,St Kilda,1435000,2,1,,25/02/2017
301/182 Barkly St,St Kilda,750000,2,2,2009,26/07/2016
66 Clyde St,St Kilda,1365000,2,1,1910,26/07/2016
4/328 Dandenong Rd,St Kilda,480000,,,,26/07/2016
229/135 Inkerman St,St Kilda,380000,,,,26/07/2016
30 Odessa St,St Kilda,1950000,4,2,1880,26/07/2016
311/13 Wellington St,St Kilda,470000,2,1,,26/07/2016
35 Pakington St,St Kilda,1678000,3,2,2016,27/06/2016
1/45 Robe St,St Kilda,400000,2,1,1970,27/06/2016
21/352 Canterbury Rd,St Kilda,500000,2,2,2000,27/11/2016
12/45 Chapel St,St Kilda,717000,,,,27/11/2016
8/2 Emilton Av,St Kilda,410000,,,,27/11/2016
23/116 Inkerman St,St Kilda,220000,,,,27/11/2016
4/22 Inkerman St,St Kilda,400000,,,,27/11/2016
33 Marine Pde,St Kilda,4750000,4,3,,27/11/2016
4/25 Octavia St,St Kilda,888000,,,,27/11/2016
4/51 Spenser St,St Kilda,760000,2,1,1930,27/11/2016
18/170 St Kilda Rd,St Kilda,720000,3,1,,27/11/2016
13/62 Wellington St,St Kilda,461000,1,1,,27/11/2016
5/69 Wellington St,St Kilda,580000,2,1,1995,27/11/2016
2/79 Barkly St,St Kilda,700000,2,1,,28/05/2016
48/352 Canterbury Rd,St Kilda,430000,2,1,2008,28/05/2016
71 Carlisle St,St Kilda,1030000,3,1,,28/05/2016
6/22 Charnwood Cr,St Kilda,610000,,,,28/05/2016
1/43 Dalgety St,St Kilda,665000,,,,28/05/2016
1/5 Marine Pde,St Kilda,1100000,2,1,1920,28/05/2016
247 Barkly St,St Kilda,1225000,3,1,2000,28/08/2016
77/151 Fitzroy St,St Kilda,400000,1,1,,28/08/2016
10/1 St Kilda Rd,St Kilda,435000,1,1,1995,28/08/2016
10/66 Alma Rd,St Kilda,648000,2,1,,30/07/2016
26/11 Marine Pde,St Kilda,354000,1,1,1960,30/07/2016
7/19 Redan St,St Kilda,550000,2,1,,30/07/2016
4/91 Wellington St,St Kilda,475000,1,1,,30/07/2016
78 Hillsyde Pde,Strathmore,905000,3,2,,3/09/2016
82 Strathnaver Av,Strathmore,1055000,,,,3/09/2016
5 Wallace Cr,Strathmore,1390000,,,,3/09/2016
27 Woolart St,Strathmore,1052000,4,2,,3/09/2016
24 Balmoral Av,Strathmore,1500000,,,,4/02/2016
9/2 North Av,Strathmore,410000,,,,6/08/2016
43 Woolart St,Strathmore,1015000,3,2,1970,6/08/2016
14 Bournian Av,Strathmore,1335000,,,,7/05/2016
49 Glenview Rd,Strathmore,1265000,3,1,1950,7/05/2016
56 Hillsyde Pde,Strathmore,1025000,3,2,1950,7/05/2016
3 Madel Av,Strathmore,1300000,,,,7/05/2016
8 Upland Rd,Strathmore,1430000,3,1,1950,7/05/2016
4/6 Fenacre St,Strathmore,650000,,,,7/11/2016
27 Henshall Rd,Strathmore,1330000,3,2,1950,10/09/2016
43 Streldon Av,Strathmore,1030000,,,,10/09/2016
8 Woodland St,Strathmore,1200000,3,2,,10/09/2016
12 Columban Av,Strathmore,2340000,,,,10/12/2016
3/15 Esmale St,Strathmore,625000,,,,10/12/2016
39 Loeman St,Strathmore,1321000,2,1,,10/12/2016
1 Melissa St,Strathmore,920000,,,,10/12/2016
69 Lloyd St,Strathmore,1635000,4,2,1995,11/02/2017
34 Woodland St,Strathmore,1194000,3,1,1930,11/02/2017
25 Hayes Rd,Strathmore,1440000,5,3,1990,12/06/2016
27 Dublin Av,Strathmore,1300000,,,,12/11/2016
355 Napier St,Strathmore,1300000,4,3,1970,12/11/2016
122 Woodland St,Strathmore,1620000,,,,12/11/2016
40 Windsor Av,Strathmore,920000,,,,14/05/2016
44b Woodland St,Strathmore,630000,,,,14/05/2016
196a Mascoma St,Strathmore,850000,3,3,2016,15/10/2016
61 Mascoma St,Strathmore,1150000,3,2,1950,15/10/2016
26 Wallace Cr,Strathmore,1175000,,,,15/10/2016
13 Woolart St,Strathmore,910000,3,1,1960,15/10/2016
43 Henshall Rd,Strathmore,1430000,4,2,1990,16/04/2016
10 Roslyn St,Strathmore,915000,5,3,,16/04/2016
2 Columban Av,Strathmore,1715500,,,,16/07/2016
2/13 Fenacre St,Strathmore,622500,3,2,2004,16/07/2016
124 Woodland St,Strathmore,1500000,3,2,1950,17/09/2016
34 Lind St,Strathmore,995000,4,3,,18/03/2017
45 Loeman St,Strathmore,1280000,4,2,1977,18/03/2017
44 Lind St,Strathmore,1485000,5,2,2012,18/06/2016
9 Marks St,Strathmore,1080000,3,2,1980,18/06/2016
6 Prefect St,Strathmore,1715000,4,3,2001,18/06/2016
1/2 Roland Av,Strathmore,850000,,,,18/06/2016
21 Strathnaver Av,Strathmore,1000000,,,,18/06/2016
2D Progress St,Strathmore,795000,,,,19/11/2016
222 Woodland St,Strathmore,2650000,5,3,2009,19/11/2016
138a Lebanon St,Strathmore,630000,3,2,2000,22/05/2016
10 Madel Av,Strathmore,2130000,,,,22/05/2016
36 Roland Av,Strathmore,1100000,,,,22/08/2016
59 Glenview Rd,Strathmore,1205000,3,1,,23/04/2016
11/2 Mascoma St,Strathmore,535000,2,1,,23/04/2016
16 Wendora St,Strathmore,1075000,3,2,,24/09/2016
13 Willonga St,Strathmore,1000000,3,1,,25/02/2017
2 Head St,Strathmore,1400000,4,1,,26/07/2016
9 Bruce St,Strathmore,920000,4,1,,27/06/2016
7 Colclough Ct,Strathmore,960000,5,3,,27/06/2016
68 Kernan St,Strathmore,1110000,,,,27/06/2016
220 Napier St,Strathmore,1160000,3,1,,27/06/2016
34 Glenview Rd,Strathmore,1370000,4,2,1960,28/05/2016
22 Lamart St,Strathmore,985000,,,,28/05/2016
243 Mascoma St,Strathmore,810000,,,,28/05/2016
353a Mascoma St,Strathmore,750000,,,,28/05/2016
9 North Av,Strathmore,1910000,,,,28/05/2016
1 Balmoral Av,Strathmore,1500000,,,,28/08/2016
164 Lebanon St,Strathmore,600000,4,3,,28/08/2016
7 Colclough Ct,Strathmore,880000,5,3,,30/07/2016
42 Henshall Rd,Strathmore,1285000,3,2,,30/07/2016
5 Leith Av,Sunshine,670000,,,,3/09/2016
1/136 Wright St,Sunshine,260000,2,1,,3/09/2016
142 Cornwall Rd,Sunshine,800000,3,2,1940,3/12/2016
32 Matthews St,Sunshine,950000,3,1,1960,3/12/2016
11 Thomson St,Sunshine,625000,3,1,1950,3/12/2016
18 Tyler St,Sunshine,710000,2,1,,3/12/2016
17 Barnard Ct,Sunshine,735000,3,1,,4/03/2017
160 Cornwall Rd,Sunshine,1001000,3,1,,4/03/2017
7 High St,Sunshine,780000,3,1,1943,4/03/2017
1 Markstone Ct,Sunshine,710000,2,1,,4/03/2017
24 Martin St,Sunshine,1350500,4,1,1940,4/03/2017
15 Mellor St,Sunshine,745000,3,1,1960,4/03/2017
2A Ritchie Ct,Sunshine,490000,2,1,,4/03/2017
143b Cornwall Rd,Sunshine,483000,,,,4/06/2016
51 Ardoyne St,Sunshine,700000,4,2,,6/08/2016
36 Matthews St,Sunshine,895000,4,2,,7/05/2016
17 Snowden St,Sunshine,657500,3,1,1955,7/05/2016
1 Walter St,Sunshine,1030000,4,2,2002,7/05/2016
3/17 Anderson Rd,Sunshine,460000,3,2,2009,7/11/2016
3 Colin St,Sunshine,725000,3,1,,7/11/2016
116 Cornwall Rd,Sunshine,620000,3,1,,7/11/2016
143 Cornwall Rd,Sunshine,460000,3,1,,7/11/2016
69a Monash St,Sunshine,470000,2,1,,7/11/2016
27 Parsons St,Sunshine,910000,3,1,,7/11/2016
17 Hampshire Rd,Sunshine,702000,3,1,1950,10/09/2016
158 Morris St,Sunshine,580000,3,1,,10/09/2016
3 Alexandra Av,Sunshine,885000,,,,10/12/2016
1/164 Cornwall Rd,Sunshine,490000,3,1,1950,10/12/2016
34 Ernest St,Sunshine,890000,4,1,1930,12/11/2016
1/11 Kinnane Cr,Sunshine,570000,,,,12/11/2016
7 Barnett St,Sunshine,675000,3,1,,13/08/2016
4/162 Cornwall Rd,Sunshine,425000,2,1,2000,14/05/2016
3 Lynch St,Sunshine,715000,3,1,1925,14/05/2016
2/140 Morris St,Sunshine,499000,,,,14/05/2016
3 Donald St,Sunshine,816000,3,1,1958,15/10/2016
59 Hertford Rd,Sunshine,825000,2,1,,15/10/2016
34 Matthews St,Sunshine,950000,3,1,,15/10/2016
1/10 Norma St,Sunshine,425500,2,1,1970,15/10/2016
20 Servante St,Sunshine,735000,3,1,,15/10/2016
14 Thomson St,Sunshine,595000,3,1,,15/10/2016
13 Union St,Sunshine,735000,3,1,,15/10/2016
1 Boreham St,Sunshine,610000,3,1,1965,16/04/2016
14 Staughton St,Sunshine,600000,3,1,1950,16/04/2016
3/2 Alexandra Av,Sunshine,350000,,,,16/07/2016
72 Anderson Rd,Sunshine,595999,3,1,,16/07/2016
25 Benjamin St,Sunshine,591000,2,1,,16/07/2016
146 Cornwall Rd,Sunshine,590000,3,1,,16/07/2016
8 Couch St,Sunshine,691000,4,1,,16/07/2016
15 Hampshire Rd,Sunshine,701000,3,1,,16/07/2016
82 Hertford Rd,Sunshine,688000,2,1,,16/07/2016
29 Benjamin St,Sunshine,611000,2,1,1925,17/09/2016
127 Duke St,Sunshine,655000,3,1,,17/09/2016
47 Anderson Rd,Sunshine,551000,2,1,,18/03/2017
75 Cornwall Rd,Sunshine,750000,3,1,,18/03/2017
94 Couch St,Sunshine,670000,4,1,1950,18/03/2017
20 Kingaroy Rd,Sunshine,888000,4,1,,18/03/2017
8 High St,Sunshine,607500,3,1,,18/06/2016
17 Leonard St,Sunshine,850000,3,1,1970,18/06/2016
7 Union St,Sunshine,590000,3,1,,18/06/2016
7 Whitty St,Sunshine,555000,2,1,,18/06/2016
7 Alexandra Av,Sunshine,750000,,,,19/11/2016
22 Andrew St,Sunshine,810000,,,,19/11/2016
13 Cannon St,Sunshine,605000,3,1,1956,19/11/2016
16 Couch St,Sunshine,930000,4,2,2005,19/11/2016
166a Morris St,Sunshine,550000,2,1,,19/11/2016
8 Station Pl,Sunshine,880000,3,1,1925,19/11/2016
104 Wright St,Sunshine,570000,3,1,1970,19/11/2016
18 Barnett St,Sunshine,700000,3,1,1960,22/05/2016
24 McIntosh St,Sunshine,571000,3,1,1960,22/05/2016
6 Station Pl,Sunshine,835000,4,2,1980,22/05/2016
14a Staughton St,Sunshine,470000,,,,22/05/2016
5 Lorenz St,Sunshine,625000,3,1,1955,22/08/2016
9 Una St,Sunshine,695000,3,1,1930,22/08/2016
74 Benjamin St,Sunshine,794000,3,1,,25/02/2017
30 Chapman St,Sunshine,890000,3,1,,25/02/2017
132 Cornwall Rd,Sunshine,910000,3,2,1992,25/02/2017
41 Sun Cr,Sunshine,755000,,,,25/02/2017
107 Wright St,Sunshine,607000,3,1,1965,25/02/2017
11 Brislington St,Sunshine,679500,3,1,2002,26/07/2016
3/2 Cooper St,Sunshine,500000,3,1,1985,27/06/2016
68 Chapman St,Sunshine,895000,4,2,1945,27/11/2016
7 Donald St,Sunshine,762500,3,1,,27/11/2016
11 Taunton St,Sunshine,702000,2,1,,27/11/2016
2/7 Mayo St,Sunshine,410000,2,2,2008,28/05/2016
88 Monash St,Sunshine,720000,2,1,,28/05/2016
6 robinson St,Sunshine,590000,3,2,,28/05/2016
6 Taunton St,Sunshine,635000,4,1,1960,28/05/2016
22 Lynch St,Sunshine,711000,3,1,,28/08/2016
14 Baker St,Sunshine,700000,4,1,,30/07/2016
2/6 Farnsworth St,Sunshine,435000,2,1,1940,30/07/2016
5 Jessie St,Sunshine,1001000,2,2,,30/07/2016
165 Morris St,Sunshine,591500,3,1,,30/07/2016
27 Bangerang Av,Sunshine North,650000,,,,3/09/2016
23 Compton Pde,Sunshine North,716000,4,1,,3/09/2016
10 Gresford St,Sunshine North,701000,3,2,,4/03/2017
13 Troon Cr,Sunshine North,680000,,,,4/03/2017
19 Balcombe St,Sunshine North,555000,3,1,,4/06/2016
100 McIntyre Rd,Sunshine North,490000,3,1,,4/06/2016
68 Sandford Av,Sunshine North,505000,,,,4/06/2016
13 Wiltshire St,Sunshine North,620500,3,1,,4/06/2016
36 Buckley Av,Sunshine North,545000,,,,6/08/2016
13 Surman Ct,Sunshine North,480000,3,1,1978,6/08/2016
38 Warwick Rd,Sunshine North,435000,2,1,1960,6/08/2016
7 Charles St,Sunshine North,607000,3,1,,7/05/2016
97 Cumberland St,Sunshine North,600000,3,1,,7/05/2016
119 Warwick Rd,Sunshine North,560000,2,1,1970,7/05/2016
36 Cooke Av,Sunshine North,550000,,,,7/11/2016
25 Lodden St,Sunshine North,626800,4,1,1950,7/11/2016
4 Garnet St,Sunshine North,670000,3,1,,8/10/2016
61 Meadowbank Dr,Sunshine North,571500,3,2,1990,8/10/2016
2/86 Phoenix St,Sunshine North,315000,2,1,,8/10/2016
2/17 Camperdown Av,Sunshine North,345000,,,,10/09/2016
1/13 Edna St,Sunshine North,590000,,,,10/12/2016
9 Gresford St,Sunshine North,630000,3,1,,10/12/2016
4 Isla St,Sunshine North,685000,3,1,,10/12/2016
22 Lincoln St,Sunshine North,690000,3,1,,10/12/2016
49 Metherall St,Sunshine North,605000,5,2,1960,10/12/2016
6 Middlesex St,Sunshine North,808000,3,1,,10/12/2016
62 Northumberland Rd,Sunshine North,790000,3,1,,11/03/2017
23 Sandford Av,Sunshine North,625000,,,,11/03/2017
43 Cary St,Sunshine North,600000,3,1,1960,12/11/2016
8 Hassett St,Sunshine North,650000,3,1,1950,12/11/2016
6 Prince St,Sunshine North,640000,4,1,,12/11/2016
18 Simpson St,Sunshine North,736000,4,1,1955,12/11/2016
121 Warwick Rd,Sunshine North,605000,3,1,,12/11/2016
2/4 Bradman St,Sunshine North,422000,,,,14/05/2016
41 Northumberland Rd,Sunshine North,650000,3,1,,14/05/2016
16 Ball St,Sunshine North,725000,3,1,,15/10/2016
93 Westmoreland Rd,Sunshine North,715000,2,1,,15/10/2016
6 Gresford St,Sunshine North,735000,4,2,1975,16/04/2016
20 Mills St,Sunshine North,635800,3,1,,16/04/2016
171 McIntyre Rd,Sunshine North,432500,3,1,,16/07/2016
46 Ferndale Rd,Sunshine North,621000,3,1,,17/09/2016
32 Barwon Av,Sunshine North,490000,,,,18/03/2017
87 Berkshire Rd,Sunshine North,580000,3,1,,18/03/2017
86 Northumberland Rd,Sunshine North,680000,3,1,,18/03/2017
5 Braim St,Sunshine North,700000,3,1,1975,18/06/2016
62 Dunkeld Av,Sunshine North,480000,,,,18/06/2016
69 Cumberland St,Sunshine North,650000,3,1,,19/11/2016
32 Troon Cr,Sunshine North,1050000,,,,19/11/2016
88 Westmoreland Rd,Sunshine North,1190000,2,1,1950,19/11/2016
29 Cranbourne Av,Sunshine North,457000,,,,22/05/2016
35 Furlong Rd,Sunshine North,591000,3,1,1970,22/05/2016
6 Rosewall St,Sunshine North,665000,3,1,1940,22/05/2016
49 Northumberland Rd,Sunshine North,710000,3,1,,22/08/2016
86 Sandford Av,Sunshine North,545000,,,,22/08/2016
22 Lurg Av,Sunshine North,650000,,,,24/09/2016
5 Charles St,Sunshine North,705000,4,2,,25/02/2017
6 Sproul St,Sunshine North,520000,3,1,,25/02/2017
31 Buckley Av,Sunshine North,540000,,,,26/07/2016
4a Downing St,Sunshine North,620000,3,3,2011,26/07/2016
114 Warwick Rd,Sunshine North,503000,3,1,1945,27/06/2016
23 Baynton Av,Sunshine North,700000,,,,27/11/2016
11 Godfrey Av,Sunshine North,785000,,,,28/05/2016
17 Taniyha Pl,Sunshine North,1000000,4,2,1999,28/05/2016
1 Ford Av,Sunshine North,600000,,,,28/08/2016
94 Northumberland Rd,Sunshine North,650000,3,1,,28/08/2016
2/15 Phoenix St,Sunshine North,530000,,,,28/08/2016
26 Westmoreland Rd,Sunshine North,871000,3,1,,28/08/2016
3/21 Suffolk Rd,Sunshine North,495000,,,,30/07/2016
36 Lachlan Rd,Sunshine West,661000,,,,3/09/2016
73 Talintyre Rd,Sunshine West,496000,3,1,,3/09/2016
9 Dalpura Dr,Sunshine West,488000,3,1,,3/12/2016
147 Hilma St,Sunshine West,560000,3,1,1970,3/12/2016
22 McCoubrie Av,Sunshine West,478000,,,,3/12/2016
66 Nicholson Pde,Sunshine West,615000,3,2,1975,3/12/2016
87 Nicholson Pde,Sunshine West,450000,3,3,2004,4/06/2016
3 Evelyn Cr,Sunshine West,531000,,,,7/05/2016
3 Iluka Ct,Sunshine West,581000,3,1,1970,7/05/2016
19 Valentine Cr,Sunshine West,388500,,,,7/05/2016
64 Bardsley St,Sunshine West,625000,4,2,1960,7/11/2016
26 Bell St,Sunshine West,645400,4,2,,7/11/2016
59 Felstead Av,Sunshine West,465000,,,,7/11/2016
11 Links St,Sunshine West,680000,3,1,1966,7/11/2016
19 Yaralla Cr,Sunshine West,605000,,,,7/11/2016
27 Diosma Av,Sunshine West,490000,,,,8/10/2016
30 Hall St,Sunshine West,620000,3,1,1960,8/10/2016
1 Howitt Cr,Sunshine West,470000,,,,10/09/2016
2/10 Carter St,Sunshine West,545000,3,2,2011,10/12/2016
4 Clematis Pl,Sunshine West,621000,5,2,1997,10/12/2016
5 Kenney St,Sunshine West,515000,3,1,,10/12/2016
92 Whitesides Av,Sunshine West,611000,,,,10/12/2016
25 Rautman Cr,Sunshine West,550000,,,,11/03/2017
268 Wright St,Sunshine West,601000,4,1,,11/03/2017
27 Davey St,Sunshine West,687000,3,1,1950,12/11/2016
104 Hall St,Sunshine West,668000,3,1,1970,12/11/2016
14 Myers St,Sunshine West,485000,3,4,1955,12/11/2016
64 Links St,Sunshine West,510000,4,1,1970,13/08/2016
273 Glengala Rd,Sunshine West,665000,3,3,,14/05/2016
16 Mapledene Ct,Sunshine West,500000,3,1,1970,14/05/2016
3 Wendy Wy,Sunshine West,670000,,,,14/05/2016
