Address,Suburb,Price,Bedroom,Bathroom,YearBuilt,DateSold
31 Holwell Gardens,Clarkson,277500,5,2,1997,2019
31 Holywell Street,Middle Swan,358000,4,2,2007,2019
31 Honey Street,Mariginiup,1600000,4,2,2004,2007
31 Honeymyrtle Turn,Stirling,875000,4,2,2005,2019
31 Horner Way,Herne Hill,385000,3,1,1973,2015
31 Iandra Loop,Carramar,470000,4,2,1996,2017
31 Inverness Crescent,Menora,1950000,5,2,1938,2016
31 Investigator Parade,Jindalee,515000,3,2,2006,2019
31 Irwin Street,East Fremantle,1225000,4,2,1930,2017
31 JACQUELINE STREET,Ashfield,490000,3,2,2003,2010
31 Jane Brook Drive,Jane Brook,650000,4,2,2000,2020
31 Jecks Street,Rockingham,595000,3,1,1965,2020
31 Jillman Way,Ferndale,448000,3,2,1977,2016
31 Kardan Circuit,Karawara,715000,4,2,2001,2013
31 Karri Street,Karnup,1215000,5,3,1996,2011
31 Kerwin Way,Lockridge,420000,4,1,1969,2015
31 Keyham Street,Bertram,315000,4,2,2010,2019
31 Kingsland Avenue,City Beach,1812500,5,2,1959,2017
31 Kinsella Street,Joondanna,840000,4,2,2006,2016
31 Kookynie Loop,Baldivis,375000,4,2,2007,2020
31 Kudos Circuit,Harrisdale,497000,4,2,2010,2018
31 Kurrawa Street,Hillman,300000,3,1,1978,2011
31 Lakeview Street,Mariginiup,69000,5,1,NULL,1988
31 Lambertia Way,Ferndale,529000,3,1,1972,2020
31 Lanark Street,Coolbinia,790000,2,1,1950,2013
31 Laslett Circle,Mundaring,625000,4,2,2001,2017
31 Lefroy Road,South Fremantle,1030000,3,1,1913,2015
31 L'Esterel Way,Port Kennedy,405000,4,2,1999,2019
31 Letsom Way,Langford,116100,4,1,1970,2015
31 Letterkenny Road,Bullsbrook,395000,4,2,2015,2015
31 Limerick Crescent,Darch,658000,4,2,2004,2020
31 Lindy Way,Camillo,175000,3,1,1972,2018
31 Lively Circle,Mirrabooka,540000,4,2,2002,2015
31 Livesey Street,Mundijong,365000,4,2,1998,2006
31 Lombadina Parade,Secret Harbour,630000,4,2,NULL,2019
31 Lowan Loop,Karawara,950000,3,2,2002,2015
31 Maley Street,Ashfield,415000,4,2,1992,2008
31 Margaret Street,Ashfield,512500,4,2,1998,2015
31 Markwell Avenue,Haynes,203000,4,2,2015,2014
31 Marnie Road,Glen Forrest,500000,3,2,1950,2018
31 Maroma Loop,Burns Beach,755000,4,2,2013,2016
31 Mason Court,Serpentine,685000,4,1,1990,2015
31 Matta Way,Pearsall,925000,5,3,2011,2016
31 Maud Road,Maida Vale,1000000,5,2,1994,2020
31 McCulum Street,Stirling,850000,4,2,1992,2019
31 Melun Street,Spearwood,330000,3,1,1960,2019
31 Milgun Drive,Yangebup,415000,4,2,1990,2020
31 Millbrook Avenue,Bertram,270000,3,2,2008,2020
31 Mimosa Avenue,Mount Claremont,1360000,4,3,2013,2018
31 Minjah Circuit,Carramar,615000,4,2,2004,2020
31 Mirreen Court,Karawara,575000,5,3,2002,2007
31 Mitra Loop,Bennett Springs,420000,4,2,2000,2017
31 Mobilia Place,Gnangara,224000,4,2,2004,2002
31 Monet Drive,Ashby,500000,4,2,2004,2014
31 Monticello Meander,Landsdale,655000,4,2,NULL,2019
31 Montreal Road,Woodbridge,950000,4,1,NULL,2019
31 Moorland Street,Scarborough,682500,3,1,1999,2020
31 Morton Loop,Canning Vale,580000,4,2,NULL,2019
31 Murchison Drive,Jane Brook,557000,4,2,1996,2015
31 Mustang Drive,Henley Brook,555000,4,2,2002,2015
31 Nangana Way,Kalamunda,1076000,5,3,1991,2017
31 Nathaniel Way,Orelia,215000,3,1,1970,2019
31 Nautical Lane,Singleton,305000,4,2,NULL,2019
31 Nearwater Way,Shelley,1220000,4,2,1971,2018
31 Noalimba Crescent,Bateman,1190000,4,3,2006,2017
31 Noel Street,Helena Valley,355000,2,1,1952,2016
31 Norbury Way,Greenwood,440000,4,1,1973,2018
31 Northerly Avenue,Ascot,715000,4,2,2011,2020
31 Northmore Street,Daglish,1100000,3,2,1970,2009
31 Numbat Approach,Baldivis,345000,4,2,2011,2020
31 Oak Way,Baldivis,860000,5,2,2003,2020
31 Oakdene Drive,Madeley,475000,3,2,2003,2020
31 Old Trafford Avenue,Madeley,485000,3,2,2005,2016
31 Old York Road,Greenmount,429000,5,2,1982,2017
31 Olympus Loop,Merriwa,375000,4,2,2004,2017
31 Opal Way,Mount Richon,750000,4,2,1995,2012
31 Oronsay Road,Greenwood,544000,4,2,1976,2019
31 Paddington Street,North Perth,905000,2,1,1935,2020
31 Parkside Street,Yanchep,475000,4,2,NULL,2019
31 Parkway,Crawley,815000,3,1,1969,2018
31 Paterson Road,Henley Brook,916000,4,2,1995,2020
31 Pembury Way,Butler,336000,4,2,2002,2018
31 Penguin Street,Dianella,620000,4,2,1978,2020
31 Pennygum Place,Mariginiup,165000,4,1,2014,1999
31 Pissaro Crescent,Ashby,460000,4,2,2006,2018
31 Plantation Street,Menora,1400000,4,2,2009,2016
31 Portwine Avenue,Byford,285000,4,2,2007,2019
31 Princeville Tor,Connolly,798000,4,2,1993,2017
31 Prosperity Loop,Aubin Grove,482500,3,1,2012,2019
31 Pure Steel Lane,Mundijong,860000,4,2,2000,2012
31 Purslowe Street,Mount Hawthorn,765000,3,2,2001,2020
31 Queen Street,Gosnells,285000,3,1,1965,2019
31 Raeburn Crescent,Landsdale,650000,5,2,2004,2020
31 Raine Terrace,Winthrop,1030000,4,2,1985,2018
31 Ramsdale Loop,Leeming,655000,4,2,1983,2018
31 Rees Drive,Quinns Rocks,505000,4,2,NULL,2019
31 Reynolds Road,Applecross,1950000,4,2,1954,2018
31 Richardson Arcade,Winthrop,840000,4,2,2000,2015
31 Richon Heights,Mount Richon,594000,4,2,NULL,2013
31 Rickett Street,Haynes,189000,4,2,2014,2013
31 Ridley Street,Aveley,412000,4,2,2005,2020
31 Rio Marina Way,Mindarie,535000,4,2,1993,2020
31 River Bank Boulevard,South Guildford,900000,4,2,NULL,2014
31 Rocklands Loop,Carramar,501200,4,2,2009,2018
31 Romeo Road,Coolbellup,478000,3,1,1967,2017
31 Rosemary Avenue,Darch,620000,4,1,2008,2017
31 Russell Road,Madeley,630000,4,2,2004,2017
31 Russell Road,Maida Vale,470000,4,2,2001,2015
31 Salisbury Road,Midvale,380000,4,1,1974,2017
31 Salmond Turn,Wanneroo,450000,4,2,2003,2018
31 Salton Street,Secret Harbour,420000,4,2,2007,2019
31 Samson Street,Fremantle,995000,1,1,NULL,2019
31 Sandhurst Close,Brigadoon,109950,4,3,2000,2002
31 Santa Ana Mews,Currambine,595000,4,2,NULL,2020
31 Scamills Road,Pearsall,444000,3,2,2011,2016
31 Seaforth Avenue,Gosnells,200000,4,1,2005,2020
31 Semple Court,South Lake,537000,4,2,2006,2015
31 Shortridge Way,Quinns Rocks,405000,5,2,2001,2020
31 Slab Gully Road,Roleystone,510000,4,2,2005,2017
31 Somerset Crescent,Mosman Park,968000,4,2,1992,2019
31 Sorell Gardens,Joondalup,542000,4,1,1997,2020
31 Sowden Drive,Samson,662500,4,2,1991,2014
31 Spigl Way,Bateman,736000,4,2,1980,2014
31 St Cloud Way,Port Kennedy,475000,4,2,2003,2018
31 St Joseph Fairway,Success,657000,4,2,NULL,2019
31 St Lucia Road,Iluka,1300000,5,2,2012,2019
31 Stanley Street,Nedlands,2220000,5,3,1930,2017
31 Strathclyde Circuit,Champion Lakes,202000,2,1,2012,2011
31 Sturtridge Road,Lockridge,215000,3,1,1971,2014
31 Sulman Avenue,Salter Point,1198000,4,3,1980,2015
31 Swan Road,Mahogany Creek,430000,3,2,1980,2008
31 Swan Street,Guildford,585000,3,1,1959,2014
31 Swift Turn,Parkerville,580000,4,2,2005,2012
31 Swincer Way,Koondoola,283000,2,1,1976,2018
31 Tangmere Way,Balga,270000,3,1,1966,2019
31 Tanson Road,Parmelia,260000,3,1,NULL,2020
31 Templemore Drive,Heathridge,430000,3,1,1985,2019
31 Templeton Crescent,Girrawheen,320000,3,1,1971,2017
31 The Crescent,Helena Valley,1295000,4,2,2009,2020
31 The Embankment,South Guildford,700000,3,3,2011,2015
31 The Eyrie,Gidgegannup,639000,3,2,1999,2017
31 The Strand,Bayswater,645000,3,2,1963,2019
31 Tidewater Way,Ascot,1100000,4,3,2005,2017
31 Tifera Circle,Kallaroo,552500,3,1,1977,2016
31 Timely Hostess Mews,Mariginiup,879000,4,2,1992,2014
31 Tokara Avenue,Henley Brook,346000,3,2,2003,2013
31 Traminer Way,Pearsall,423000,4,2,2011,2017
31 Trifund Court,Merriwa,428000,4,2,1989,2015
31 Vaucluse Circuit,Belmont,668000,3,2,2000,2019
31 Victoria Parade,Midvale,410000,4,1,NULL,2014
31 Vista Street,Kensington,920000,3,2,1929,2018
31 Waterlily Drive,Stratton,425000,3,1,NULL,2014
31 Waterside Pass,Byford,699000,4,2,2001,2019
31 Wavelea Street,Safety Bay,475000,5,2,1990,2018
31 Weddall Road,Lockridge,425000,3,1,1960,2015
31 West Parade,Hazelmere,257000,4,1,1940,2003
31 Westerway Terrace,North Lake,685000,4,2,2001,2012
31 Westmorland Drive,Leeming,770000,4,2,1986,2018
31 White Road,Orange Grove,870000,4,2,NULL,2013
31 Whitmore Terrace,Heathridge,620000,4,2,2002,2019
31 Whittaker Crescent,Bull Creek,868000,4,2,1998,2019
31 Wilga Court,Banjup,935000,4,2,1990,2016
31 Wilmot Bend,Madeley,680000,4,2,2010,2017
31 Wiluna Street,Coolbinia,600000,4,1,1964,2017
31 Windfield Road,Melville,560000,3,1,1960,2017
31 Winsor Road,Kalamunda,600000,4,3,1978,2020
31 Woodland Place,Casuarina,720000,4,2,NULL,2012
31 Yandella Promenade,Tapping,445000,4,2,2004,2019
31 Yelbeni Loop,Baldivis,355000,4,2,2010,2020
31 Yilgarn Street,Shenton Park,1100000,3,1,1916,2016
31 Zappeion Entrance,Landsdale,540000,4,2,2014,2020
31/1 Corkhill Street,North Fremantle,1530000,3,2,2002,2017
31/11 Elvire Street,Viveash,310000,3,2,2000,2015
31/158 Bibra Drive,Bibra Lake,370000,2,1,1990,2016
31/2 Stockton Bend,Cockburn Central,340000,1,1,2009,2015
31/485 Rockingham Road,Spearwood,312500,2,1,NULL,2019
310 Cathedral Avenue,Brigadoon,416000,4,2,1995,2004
310 Rickard Road,Glen Forrest,499000,2,2,1980,2014
311 Hamilton Road,Coogee,635000,4,2,2000,2018
311 Mandogalup Road,Hope Valley,165000,4,2,1985,1994
311 Walcott Street,North Perth,555000,3,1,1938,2020
311A Hector Street,Tuart Hill,385000,3,2,2000,2018
312 Huntriss Road,Woodlands,715000,3,2,2000,2016
3120 Albany Highway,Mount Nasura,295500,3,1,1954,2015
313 Arthur Street,Dayton,238000,2,2,NULL,2017
313 Walcott Street,Coolbinia,599000,2,1,1945,2016
313 WENTWORTH Parade,Success,550000,3,2,2006,2018
314 Smith Road,Bullsbrook,705000,4,2,NULL,2016
3142 Albany Highway,Mount Nasura,642000,4,2,2002,2014
3145 Great Eastern Highway,Hovea,800000,4,2,1995,2018
315 Chevin Road,Roleystone,1350000,4,3,1985,2019
315 Hawkins Road,Jandabup,167000,4,2,2002,2001
315 Joseph Road,Gidgegannup,650000,4,2,2005,2016
315 Ryecroft Road,Darlington,1510000,5,2,1951,2016
315 Vahland Avenue,Willetton,626000,3,1,1976,2019
315 Walker Street,Mundaring,712000,4,2,1988,2018
316 Millhouse Road,Aveley,308000,3,2,2012,2020
317 Boulonnais Drive,Brigadoon,785000,5,2,1990,2013
317 Kalamunda Road,Maida Vale,470000,4,2,1960,2015
317 Lord Street,Highgate,570000,2,1,1918,2020
317 Mandogalup Road,Hope Valley,122500,2,1,1997,1995
317 Marri Park Drive,Casuarina,660000,4,2,NULL,2012
317 Mortimer Road,Casuarina,830000,4,3,NULL,2018
3178 Albany Highway,Mount Nasura,350000,3,1,NULL,2014
317A Scarborough Beach Road,Woodlands,580000,3,2,2006,2018
317B Scarborough Beach Road,Woodlands,582000,3,2,2006,2015
318 Corfield Street,Gosnells,258000,3,1,1984,2018
318 Millhouse Road,Aveley,270000,3,1,2012,2020
3185 Coulston Road,Darlington,510000,3,1,1981,2017
319 Bennett Springs Drive,Bennett Springs,530000,5,2,2001,2014
319 Fitzgerald Street,North Perth,828000,5,2,1910,2018
319 Lord Street,Highgate,630000,4,1,1930,2016
319 Summerlakes Parade,Ballajura,475000,4,2,1989,2019
319A Hamilton Road,Coogee,735000,4,2,2010,2018
31A Barrisdale Road,Ardross,1200000,4,3,2015,2016
31a Connemara Drive,Thornlie,233000,2,1,1965,2020
31A Guildford Road,Ashfield,430000,4,2,2009,2012
31A Heatherlea Parkway,Leeming,470000,3,2,1992,2018
31A Kirwan Street,Floreat,1050000,4,1,1994,2017
31A Mcgregor Street,Embleton,358000,3,2,1998,2019
31a Monterey Crescent,Warnbro,290000,3,2,1990,2020
31A Pycombe Way,Westminster,280000,3,2,2007,2020
31A Riseley Street,Ardross,601000,3,2,NULL,2020
31A Scott Street,South Fremantle,980000,3,1,1912,2015
31A Wyndham Street,St James,585000,4,2,2008,2017
31B Bruce Street,North Fremantle,1850000,3,2,2007,2020
31B Cunningham Loop,Mirrabooka,372000,3,1,1986,2016
31B Mullings Way,Myaree,845500,4,2,NULL,2016
31B Richmond Street,North Perth,730000,3,2,1994,2019
31D Wanneroo Road,Joondanna,450000,3,2,2003,2020
31R Keane Street,Peppermint Grove,2425000,3,2,NULL,2013
32 Abbott Way,Swan View,360000,4,2,1974,2017
32 Abingdon Crescent,Wellard,320000,3,2,2007,2020
32 Adair Parade,Coolbinia,572000,2,1,2016,2014
32 Adenine Bend,Piara Waters,550000,4,2,2015,2018
32 Admiralty Road,Canning Vale,580000,3,2,2009,2020
32 Adonis Street,Mundijong,700000,2,2,2007,2011
32 All Saints Way,Churchlands,1400000,4,3,1994,2019
32 Alma Road,Mount Lawley,930000,3,1,1925,2019
32 Amethyst Crescent,Mount Richon,435000,4,2,1995,2016
32 Antalya Vista,Iluka,1130000,4,2,2007,2018
32 Apple Blossom Drive,Mirrabooka,430000,3,2,1990,2016
32 Apus Loop,Waterford,1135000,5,4,2016,2016
32 Aquanita Rise,Darling Downs,550000,4,3,1984,2012
32 Aristride Avenue,Kallaroo,1060000,5,2,1996,2019
32 Armand Drive,Aubin Grove,435000,4,2,2009,2018
32 Arnott Street,North Beach,875000,3,1,1945,2019
32 Ashworth Way,Brookdale,340000,4,2,2003,2013
32 Auckland Way,Hocking,555000,4,2,2006,2017
32 Avon Crescent,Atwell,625000,4,2,2004,2019
32 Avon Crescent,Viveash,805000,4,2,1994,2010
32 Ballard Place,Maddington,319000,3,1,1991,2017
32 Balmain Road,Greenmount,470000,4,2,1989,2017
32 Balmoral Road,Gooseberry Hill,980000,5,3,1997,2017
32 Barbados Turn,Hillarys,1315000,4,3,2006,2020
32 Barradine Way,Craigie,430000,4,1,1974,2019
32 Barrington Avenue,Champion Lakes,475000,3,2,2010,2014
32 Batt Drive,Brookdale,372000,4,2,2007,2013
32 Bedford Street,Nedlands,1956000,4,2,2004,2017
32 Bindarri Grove,Wandi,245000,3,2,NULL,2014
32 Blairgowie Heights,Kinross,555000,4,2,NULL,2019
32 Bombard Street,Ardross,1255000,4,2,1999,2017
32 Bonython Avenue,Hocking,420000,3,2,2011,2020
32 Boreham Street,Cottesloe,2400000,4,3,2005,2019
32 Bougainvillea Avenue,Forrestfield,315000,3,1,1982,2019
32 Boulder Street,Bentley,570000,3,2,NULL,2016
32 Bournbrook Avenue,Cardup,820000,5,2,2000,2015
32 Boyle Lane,Orange Grove,1550000,5,3,1983,2007
32 Boynton Gardens,Iluka,796000,5,2,2000,2019
32 Bracadale Way,Canning Vale,665000,4,2,2007,2020
32 Braddock Road,Wellard,870000,5,3,2000,2017
32 Braden Way,Marmion,952500,4,2,1967,2015
32 Bradshaw Street,Eden Hill,430000,3,1,1976,2015
32 Bramley Loop,Madeley,670000,4,2,2006,2018
32 Bridal Crescent,Kenwick,442000,4,2,2010,2016
32 Bridges Rise,Kiara,520000,4,2,1994,2014
32 Buchanan Way,Padbury,500000,4,2,1975,2020
32 Burgland Drive,Girrawheen,437000,4,1,1975,2017
32 Burley Griffin Mews,Joondalup,385000,3,2,1992,2017
32 Buttercup Crescent,High Wycombe,420000,4,2,2004,2020
32 Caduceus Way,Hilbert,680000,4,2,2007,2016
32 CALLISON WAY,Koondoola,405000,3,1,1976,2015
32 CALOOLI Grove,Golden Bay,460000,4,2,NULL,2017
32 Camberwarra Drive,Craigie,525000,5,2,1972,2020
32 Camfield Loop,Parmelia,280000,4,2,1991,2020
32 Canns Road,Mount Nasura,425000,4,1,1975,2020
32 Caraway Loop,Two Rocks,780000,4,2,2011,2019
32 Cardigan Terrace,Jolimont,1190000,4,3,1964,2017
32 Carlson Place,Banjup,785000,4,2,2016,2014
32 Carrick Road,Mount Richon,470000,3,2,1990,2013
32 Castroreale Boulevard,Sinagra,441000,4,2,2008,2017
32 Celeste Street,Eglinton,230000,3,2,2015,2016
32 Centennial Avenue,Bertram,420000,4,2,2003,2016
32 Cerulean Road,Karnup,154000,3,2,2016,2014
32 Channel Drive,Heathridge,420000,4,1,1978,2017
32 Chrysostom Street,North Beach,875000,2,1,1955,2015
32 Clareville Crescent,Kallaroo,70000,5,4,1991,2017
32 Clianthus Way,Koongamia,390000,3,1,1965,2015
32 Clifford Way,Bull Creek,830000,6,3,1986,2018
32 Clovelly Way,Warnbro,362500,4,2,1984,2017
32 Coatbridge Circuit,Kinross,600000,4,2,2002,2017
32 Colchester Avenue,Orelia,318000,4,2,2002,2016
32 Colesbrook Drive,Byford,520000,4,2,2010,2020
32 Colstoun Road,Ashfield,300000,3,1,1950,2008
32 Condicote Loop,Butler,375000,4,2,2004,2020
32 Coolga Road,Koongamia,315000,3,1,1965,2013
32 Copeland Drive,Redcliffe,470000,4,2,2000,2016
32 Coral Tree Avenue,Subiaco,1212000,3,2,2000,2018
32 Corinthian Road,Rossmoyne,1320000,4,2,1988,2013
32 Cornfield Place,Hillarys,715000,4,2,1994,2018
32 Cousins Street,Hammond Park,430000,3,2,2014,2018
32 Croyden Road,Roleystone,510000,3,2,1980,2017
32 Culloton Crescent,Balga,345000,3,1,NULL,2018
32 Cvitan Bend,Madeley,630000,4,2,2011,2019
32 Dalry Road,Darlington,1140000,4,3,1950,2016
32 Darwinia Crescent,Helena Valley,690000,4,2,2016,2018
32 Davies Crescent,Kardinya,567500,3,1,1971,2018
32 Dawson Way,Parmelia,250000,4,1,1973,2019
32 Donavon Rise,Murdoch,630000,3,2,1990,2014
32 Dorado Street,Singleton,428000,4,2,2008,2017
32 Drakeswood Road,Warwick,575000,4,2,1972,2017
32 Duffield Avenue,Beaconsfield,690000,3,2,2004,2018
32 Dunmore Circuit,Merriwa,370000,4,2,1993,2017
32 Elson Way,Cloverdale,391000,3,2,2002,2018
32 Elvire Street,Midland,468000,2,1,1920,2017
32 Empire Rose Court,Darling Downs,1200000,4,3,2000,2014
32 Eolian Loop,Dayton,459000,3,2,2013,2015
32 Eversley Street,Balcatta,660000,4,2,1993,2020
32 Fairywren Drive,Bennett Springs,599000,4,2,2004,2014
32 Farnham Pass,Alkimos,370000,3,2,2013,2018
32 Floresta Street,Sinagra,451000,3,2,2011,2015
32 Frederic Street,Helena Valley,557500,3,1,1950,2015
32 Freeman Way,Marmion,749000,3,1,1980,2020
32 French Street,Joondanna,1050000,4,3,2009,2017
32 Furley Road,Southern River,470000,4,2,NULL,2020
32 Gardon Rise,Gwelup,620000,4,3,1994,2017
32 Gibson Street,Langford,550000,4,2,2000,2014
32 Gidgi Way,Wanneroo,420000,4,2,2002,2020
32 Giglia Drive,Sinagra,522000,4,2,NULL,2014
32 Gillon Street,Karawara,888888,4,2,2001,2015
32 Glencairn Way,Parkwood,480000,3,1,1977,2016
32 Goldsworthy Entrance,Alexander Heights,525000,4,2,2013,2016
32 Goodalli Street,Jindalee,545000,4,2,2014,2019
32 Grahame Street,Mount Helena,620000,5,3,1979,2016
32 Gresham Street,Victoria Park,600000,3,1,1969,2020
32 Hamersley Street,Midland,340000,2,1,1974,2015
32 Hardcastle Avenue,Landsdale,390000,3,2,2013,2018
32 Hardy Road,Ashfield,482000,3,1,1993,2014
32 Hartington Way,Carine,910000,4,2,1985,2017
32 Henrietta Avenue,Mount Nasura,710000,4,2,1986,2014
32 Hilliger Turn,Jane Brook,465000,4,2,2015,2019
32 Hinkler Street,Kenwick,360000,5,2,1997,2016
32 Holmfirth Street,Menora,930000,2,1,1930,2011
32 Holwell Gardens,Clarkson,280000,3,1,1995,2020
32 Horslay Way,Noranda,585000,4,2,1984,2020
32 Howson Street,Hilton,450000,3,1,1953,2017
32 Hurley Way,Bull Creek,855000,5,2,1978,2018
32 Illawong Way,Kingsley,605000,4,2,1982,2020
32 Jane brook Drive,Jane Brook,475000,4,2,1997,2016
32 Jennings Way,Lockridge,450000,3,1,1969,2014
32 Jobson Loop,Brookdale,295000,3,1,2003,2014
32 Johnsmith Street,Morley,360000,3,1,1964,2020
32 Johnson Street,Guildford,732500,3,1,1900,2013
32 Kangaroo Entrance,Stratton,380000,3,1,1994,2014
32 Kawina Road,Bickley,630000,5,2,1935,2013
32 Keirnan Street,Mundijong,250000,4,2,1990,2005
32 Kennedy Street,Melville,710000,3,1,1955,2020
32 Kenton Way,Rockingham,280000,4,1,1984,2020
32 Kinkuna Way,City Beach,1500000,4,3,1974,2016
32 Kinninmont Avenue,Nedlands,2350000,3,1,1952,2020
32 Kirkus Road,Medina,405000,4,2,2004,2016
32 Kitchener Avenue,Bayswater,740000,4,2,2012,2020
32 Koombana Way,Kallaroo,581500,4,2,1974,2016
32 Kopai Crescent,Waikiki,355000,4,2,1985,2018
32 Lakeshore Close,Ballajura,516000,3,2,1989,2019
32 Lakeside Drive,Helena Valley,699000,4,2,2000,2015
32 Lakevalley Drive,Edgewater,603000,4,2,1986,2016
32 Lancelin Approach,Baldivis,339000,4,2,2008,2020
32 Langport Way,Butler,339000,3,2,2013,2018
32 Lawley Street,North Beach,755500,3,1,1983,2016
32 Lawrence Way,Byford,519000,4,2,2013,2018
32 Lenore Street,Roleystone,560000,4,2,1973,2019
32 Letsom Way,Langford,243000,3,1,1970,2018
32 Lighthouse Parade,Mindarie,950000,4,2,2003,2019
32 Liquidambar Heights,Mirrabooka,415000,5,2,1989,2017
32 Livesey Street,Mundijong,405000,4,2,1991,2008
32 Livingstone Street,Beaconsfield,1200000,4,3,2008,2020
32 Lombardy Crescent,Caversham,450000,4,2,2002,2016
32 Loton Street,Woodlands,1195000,4,2,1997,2018
32 Lupin Hill Grove,Nedlands,1380000,3,2,2008,2018
32 Lyons Street,Cottesloe,2400000,2,1,1952,2020
32 Madras Crescent,Port Kennedy,345000,4,2,2000,2019
32 Maguire Avenue,Beechboro,359000,3,1,1977,2017
32 Maidos Street,Ashfield,410000,3,1,1950,2007
32 Mainsail Drive,Ocean Reef,950000,4,3,1997,2017
32 Manberry Way,Yangebup,460000,4,2,1987,2020
32 Manders Way,Singleton,320000,4,2,NULL,2018
32 Mangrove Circuit,Banksia Grove,290000,4,2,1997,2020
32 Manly Crescent,Warnbro,286000,5,2,1994,2018
32 Mardja Loop,Mardella,695000,4,2,2004,2020
32 Marlandy Court,Woodvale,760000,4,2,1989,2018
32 Marriot Turn,Currambine,522000,4,2,NULL,2020
32 Marybrook Road,Heathridge,395000,3,1,1985,2017
32 Masefield Avenue,North Lake,660000,5,2,1987,2015
32 Matson Street,Medina,180000,2,1,1953,2017
32 Matta Way,Pearsall,440000,4,2,2014,2019
32 Matuka Mews,Maida Vale,435000,4,2,2000,2020
32 Maydwell Way,Calista,240000,3,1,1970,2015
32 McCallum Crescent,Ardross,875000,3,2,1958,2016
32 Mckenzie Road,Samson,675000,5,2,1982,2016
32 Melnik Street,Caversham,493000,4,2,NULL,2016
32 Merchant Way,Alkimos,291000,3,2,2013,2018
32 Mercury Terrace,Byford,442000,4,2,2015,2020
32 Mere View Way,Subiaco,1150000,3,2,2001,2019
32 Merrang Circuit,Carramar,529000,4,2,2001,2017
32 Meyrick Way,Langford,419900,3,1,1970,2014
32 Millington Street,Ardross,1750000,5,3,2003,2016
32 Miltona Drive,Secret Harbour,670000,4,2,2006,2020
32 Miramare Boulevard,Currambine,455000,4,2,2000,2019
32 Montrose Street,Lynwood,425000,3,1,1965,2017
32 Morgan Road,Seville Grove,305000,4,2,1990,2019
32 Munday Avenue,Brookdale,385000,4,2,2010,2015
32 Nelson Street,Bedford,550000,3,1,1994,2020
32 Nesbit Drive,Haynes,208000,4,2,2015,2014
32 Norman Road,Roleystone,599000,4,2,2000,2017
32 Northmore Street,Daglish,1200000,4,2,1972,2010
32 Norvills Retreat,Kiara,525000,4,2,1993,2017
32 Oakhill Heights,Ellenbrook,360000,4,2,2007,2019
32 Oceanside Promenade,Mullaloo,1186000,4,2,1984,2019
32 Ohrid Place,Joondalup,525000,4,2,1998,2017
32 Okehampton Road,Warnbro,290000,5,2,1997,2018
32 Oldenburg Pass,Stratton,415000,5,2,1995,2015
32 Ontario Grove,Success,580000,4,2,2015,2019
32 Paddington Avenue,Currambine,515000,4,2,2000,2020
32 Paloma Loop,Marangaroo,479000,4,2,1991,2017
32 Park Road,Midvale,408000,4,2,1991,2013
32 Park Street,Como,615000,2,1,1960,2020
32 Parkfield Boulevard,Bertram,310000,3,2,2000,2017
32 Parkinson Place,Hillarys,585000,3,1,1972,2019
32 Peaceful Vista,Harrisdale,600000,4,2,2010,2020
32 Pennygum Place,Mariginiup,925000,4,2,2001,2016
32 PINDARI ROAD,City Beach,1675000,4,2,1972,2016
32 Pitt Street,Kensington,1206000,4,2,2003,2014
32 Plantation Street,Menora,750000,3,1,2015,2009
32 Plumwood Avenue,Hammond Park,487500,4,2,2004,2016
32 Porter Street,Gwelup,822500,4,3,2010,2020
32 Portland Street,Nedlands,1900000,3,2,1970,2017
32 Precision Avenue,Mullaloo,675000,4,2,1980,2016
32 Ravenscroft Way,Kelmscott,250000,5,2,1976,2020
32 Redgum Avenue,Bellevue,360000,3,1,1986,2015
32 Reveley Court,Samson,800000,4,2,1979,2015
32 Ricketts Court,Rockingham,277000,3,1,1978,2020
32 Riley Street,Tuart Hill,587000,3,2,1996,2020
32 Rise Court,Mount Richon,540000,4,1,2003,2020
32 Rivett Way,Brentwood,535000,3,1,1994,2012
32 Roxburghe Drive,The Vines,525000,5,2,2006,2018
32 Royal Melbourne Avenue,Connolly,750000,4,2,1998,2016
32 Rubida Rise,Roleystone,680000,4,2,2002,2020
32 Rushbrook Way,Thornlie,325000,3,2,1970,2018
32 Samphire Road,Canning Vale,785000,4,2,2004,2020
32 Sanctuary Drive,Bertram,500000,4,2,2008,2016
32 Sandgate Way,Marangaroo,460000,3,1,1987,2016
32 Sandhurst Close,Brigadoon,124000,3,1,NULL,2003
32 Santa Barbara Court,Waikiki,305000,3,1,1994,2018
32 Saunders Street,North Beach,1200000,3,1,1952,2020
32 Scovell Crescent,Anketell,925000,5,2,2004,2008
32 Second Avenue,Rossmoyne,1050000,5,2,1990,2017
32 Sedgeland Way,Ascot,729000,3,2,1998,2017
32 Selsdon Road,Camillo,305000,3,1,1978,2015
32 Settler Way,Edgewater,595000,4,2,1982,2015
32 Solandra Way,Forrestfield,390000,3,1,1978,2020
32 Solomon Street,Palmyra,770000,3,2,1945,2019
32 Solquest Way,Cooloongup,320000,5,3,1987,2018
32 Sophora Place,Woodvale,700000,5,2,1994,2019
32 Spiderlily Mews,Karrinyup,1370000,4,2,2009,2017
32 St Catharines Promenade,Champion Lakes,245000,4,1,2015,2014
32 St Fillans Bend,Wanneroo,500000,4,2,2000,2020
